DATASET PATH: C:/Users/Subadmin/workspace/ToyBeispiel/TempPP.dat

Vektor 245 [Desired-Out = 7.98840507568294 | Final-Result = 9.822599439052157 | Diff. = -1.8341943633692166]
Vektor 246 [Desired-Out = 54.6570177269127 | Final-Result = 53.858454800220805 | Diff. = 0.7985629266918934]
Vektor 247 [Desired-Out = 58.7833674167336 | Final-Result = 58.92732781200858 | Diff. = -0.1439603952749806]
Vektor 248 [Desired-Out = 51.0119648475497 | Final-Result = 51.36751784339287 | Diff. = -0.35555299584316913]
Vektor 249 [Desired-Out = 18.2602082144256 | Final-Result = 18.338572018044236 | Diff. = -0.07836380361863604]
Vektor 250 [Desired-Out = 12.783398966761899 | Final-Result = 12.002656277012928 | Diff. = 0.7807426897489709]
Vektor 251 [Desired-Out = 31.90572245231961 | Final-Result = 32.06638048813661 | Diff. = -0.16065803581700067]
Vektor 252 [Desired-Out = 15.3836406242496 | Final-Result = 16.395891752358565 | Diff. = -1.0122511281089661]
Vektor 253 [Desired-Out = 3.8269628050333413 | Final-Result = 5.739790690487823 | Diff. = -1.9128278854544813]
Vektor 254 [Desired-Out = 36.6177734001432 | Final-Result = 36.0453974792613 | Diff. = 0.5723759208819033]
Vektor 255 [Desired-Out = 13.6558380829677 | Final-Result = 14.286198068695597 | Diff. = -0.6303599857278979]
Vektor 256 [Desired-Out = 11.2530080100157 | Final-Result = 11.990804050950237 | Diff. = -0.737796040934537]
Vektor 257 [Desired-Out = 1.3905357161072498 | Final-Result = 3.091634609231498 | Diff. = -1.7010988931242483]
Vektor 258 [Desired-Out = 72.9452503157002 | Final-Result = 71.77970139248234 | Diff. = 1.1655489232178695]
Vektor 259 [Desired-Out = 24.286323658619605 | Final-Result = 23.530910925868344 | Diff. = 0.7554127327512603]
Vektor 260 [Desired-Out = 32.0269876791706 | Final-Result = 32.56407543603604 | Diff. = -0.5370877568654393]
Vektor 261 [Desired-Out = 7.256391227195147 | Final-Result = 5.949853141296446 | Diff. = 1.3065380858987012]
Vektor 262 [Desired-Out = 1.62530112958727 | Final-Result = 3.5939737956783784 | Diff. = -1.9686726660911085]
Vektor 263 [Desired-Out = 19.626614906552497 | Final-Result = 19.612698821003406 | Diff. = 0.013916085549091406]
Vektor 264 [Desired-Out = 7.923026156568638 | Final-Result = 6.538401199017133 | Diff. = 1.3846249575515053]
Vektor 265 [Desired-Out = 73.3990141336752 | Final-Result = 73.95251642158078 | Diff. = -0.5535022879055873]
Vektor 266 [Desired-Out = 1.6191046283699997 | Final-Result = 3.425001441470287 | Diff. = -1.8058968131002873]
Vektor 267 [Desired-Out = 6.475000178115821 | Final-Result = 7.5977983470469646 | Diff. = -1.1227981689311433]
Vektor 268 [Desired-Out = 74.1148296412142 | Final-Result = 70.98170330207819 | Diff. = 3.1331263391360125]
Vektor 269 [Desired-Out = 63.62627328013361 | Final-Result = 67.77057225307557 | Diff. = -4.144298972941961]
Vektor 270 [Desired-Out = 28.123440432265 | Final-Result = 27.364596652417013 | Diff. = 0.7588437798479859]
Vektor 271 [Desired-Out = 15.533276925543499 | Final-Result = 14.62156132090417 | Diff. = 0.911715604639328]
Vektor 272 [Desired-Out = 1.1138239441746507 | Final-Result = 1.0408945215477468 | Diff. = 0.07292942262690394]
Vektor 273 [Desired-Out = 35.9951846012048 | Final-Result = 35.14463360774091 | Diff. = 0.8505509934638908]
Vektor 274 [Desired-Out = 71.07912490813132 | Final-Result = 67.88388227779508 | Diff. = 3.1952426303362387]
Vektor 275 [Desired-Out = 19.0439801234663 | Final-Result = 20.699564474766863 | Diff. = -1.6555843513005613]
Vektor 276 [Desired-Out = 4.926889742212541 | Final-Result = 4.692267389267015 | Diff. = 0.23462235294552602]
Vektor 277 [Desired-Out = 11.457038487429298 | Final-Result = 11.334897848677906 | Diff. = 0.12214063875139125]
Vektor 278 [Desired-Out = 4.175920712365412 | Final-Result = 7.003617667131201 | Diff. = -2.8276969547657895]
Vektor 279 [Desired-Out = 19.49493543794 | Final-Result = 20.743315188975284 | Diff. = -1.2483797510352836]
Vektor 280 [Desired-Out = 1.5079357037436196 | Final-Result = 3.7229035581585697 | Diff. = -2.21496785441495]
Vektor 281 [Desired-Out = 62.706880499630316 | Final-Result = 63.066250754883875 | Diff. = -0.3593702552535589]
Vektor 282 [Desired-Out = 1.9703110099006798 | Final-Result = 3.906012686451903 | Diff. = -1.9357016765512232]
Vektor 283 [Desired-Out = 18.7761198364682 | Final-Result = 18.541429072405847 | Diff. = 0.23469076406235345]
Vektor 284 [Desired-Out = 7.99247381708681 | Final-Result = 6.571776389487544 | Diff. = 1.4206974275992659]
Vektor 285 [Desired-Out = 76.427103503499 | Final-Result = 76.13459846862453 | Diff. = 0.2925050348744662]
Vektor 286 [Desired-Out = 13.721034374367997 | Final-Result = 14.468296154173006 | Diff. = -0.7472617798050081]
Vektor 287 [Desired-Out = 37.1070812736905 | Final-Result = 36.975853361253606 | Diff. = 0.13122791243689136]
Vektor 288 [Desired-Out = 24.1389845125903 | Final-Result = 24.664227698309002 | Diff. = -0.5252431857187005]
Vektor 289 [Desired-Out = 46.328326244800614 | Final-Result = 45.56058680444062 | Diff. = 0.7677394403599962]
Vektor 290 [Desired-Out = 1.5894064473573997 | Final-Result = 3.534237554820475 | Diff. = -1.9448311074630753]
Vektor 291 [Desired-Out = 36.3559680393012 | Final-Result = 36.25142866718931 | Diff. = 0.10453937211189412]
Vektor 292 [Desired-Out = 35.501273633297004 | Final-Result = 34.04549723802495 | Diff. = 1.4557763952720535]
Vektor 293 [Desired-Out = 21.552001079363695 | Final-Result = 22.4061057776213 | Diff. = -0.8541046982576042]
Vektor 294 [Desired-Out = 74.5291923663987 | Final-Result = 75.16438230476527 | Diff. = -0.6351899383665653]
Vektor 295 [Desired-Out = 1.1022616521208193 | Final-Result = 1.4648154235741737 | Diff. = -0.36255377145335443]
Vektor 296 [Desired-Out = 20.393464994572792 | Final-Result = 20.524887070707884 | Diff. = -0.13142207613509171]
Vektor 297 [Desired-Out = 71.39424128483472 | Final-Result = 70.38735552773456 | Diff. = 1.0068857571001644]
Vektor 298 [Desired-Out = 12.626965505194397 | Final-Result = 14.221115438495959 | Diff. = -1.594149933301562]
Vektor 299 [Desired-Out = 2.7911819611263597 | Final-Result = 2.5241532355020766 | Diff. = 0.26702872562428315]
Vektor 300 [Desired-Out = 44.0827864259896 | Final-Result = 43.71637927034384 | Diff. = 0.36640715564576]
Vektor 301 [Desired-Out = 77.8077855423142 | Final-Result = 77.7652336468138 | Diff. = 0.04255189550040939]
Vektor 302 [Desired-Out = 61.978440724966795 | Final-Result = 62.52474597150306 | Diff. = -0.5463052465362637]
Vektor 303 [Desired-Out = 72.5702800682652 | Final-Result = 73.02768211395667 | Diff. = -0.4574020456914667]
Vektor 304 [Desired-Out = 10.2501510289708 | Final-Result = 8.982840313670428 | Diff. = 1.267310715300372]
Vektor 305 [Desired-Out = 34.04992096029531 | Final-Result = 34.245451517178545 | Diff. = -0.1955305568832344]
Vektor 306 [Desired-Out = 6.92432445460664 | Final-Result = 5.7550263427310195 | Diff. = 1.1692981118756203]
Vektor 307 [Desired-Out = 15.2770872482797 | Final-Result = 16.185344469092843 | Diff. = -0.9082572208131428]
Vektor 308 [Desired-Out = 71.4897421914523 | Final-Result = 70.88630849941231 | Diff. = 0.6034336920399852]
Vektor 309 [Desired-Out = 80.0643273748728 | Final-Result = 81.39804835720263 | Diff. = -1.3337209823298224]
Vektor 310 [Desired-Out = 1.8499588178596693 | Final-Result = 1.530266963072049 | Diff. = 0.3196918547876204]
Vektor 311 [Desired-Out = 47.8329661727984 | Final-Result = 45.34289653891309 | Diff. = 2.4900696338853123]
Vektor 312 [Desired-Out = 71.9381465643111 | Final-Result = 72.65836973604502 | Diff. = -0.7202231717339203]
Vektor 313 [Desired-Out = 26.762186390463906 | Final-Result = 27.59608528900065 | Diff. = -0.833898898536745]
Vektor 314 [Desired-Out = 1.1600463992254497 | Final-Result = 3.336359961052941 | Diff. = -2.1763135618274916]
Vektor 315 [Desired-Out = 41.538766408380695 | Final-Result = 40.49281870854717 | Diff. = 1.0459476998335262]
Vektor 316 [Desired-Out = 12.6986830232457 | Final-Result = 13.920116807678653 | Diff. = -1.2214337844329535]
Vektor 317 [Desired-Out = 34.62046921459421 | Final-Result = 34.427771095895665 | Diff. = 0.19269811869854436]
Vektor 318 [Desired-Out = 2.7700030602572303 | Final-Result = 4.746791994025088 | Diff. = -1.9767889337678577]
Vektor 319 [Desired-Out = 10.272284442685 | Final-Result = 11.150930005085888 | Diff. = -0.8786455624008873]
Vektor 320 [Desired-Out = 3.0995117301067605 | Final-Result = 2.3557892779432352 | Diff. = 0.7437224521635253]
Vektor 321 [Desired-Out = 4.9415675787085105 | Final-Result = 6.398977724542196 | Diff. = -1.4574101458336859]
Vektor 322 [Desired-Out = 74.8123081712468 | Final-Result = 72.15202788315115 | Diff. = 2.660280288095649]
Vektor 323 [Desired-Out = 55.4897119807578 | Final-Result = 56.30017644873611 | Diff. = -0.8104644679783135]
Vektor 324 [Desired-Out = 8.07649909928532 | Final-Result = 10.576591319563487 | Diff. = -2.5000922202781677]
Vektor 325 [Desired-Out = 61.44348969583049 | Final-Result = 62.43311906194053 | Diff. = -0.9896293661100373]
Vektor 326 [Desired-Out = 13.386238776253599 | Final-Result = 12.319033613417584 | Diff. = 1.0672051628360144]
Vektor 327 [Desired-Out = 42.294292924154306 | Final-Result = 41.63016735490226 | Diff. = 0.6641255692520431]
Vektor 328 [Desired-Out = 18.288522424344304 | Final-Result = 18.392593884779853 | Diff. = -0.1040714604355486]
Vektor 329 [Desired-Out = 8.527192382153691 | Final-Result = 10.289934966701942 | Diff. = -1.762742584548251]
Vektor 330 [Desired-Out = 1.5199300354788106 | Final-Result = 3.526284356989547 | Diff. = -2.0063543215107362]
Vektor 331 [Desired-Out = 10.544481817006602 | Final-Result = 11.415554541972735 | Diff. = -0.8710727249661332]
Vektor 332 [Desired-Out = 42.5995258460582 | Final-Result = 40.96583730546916 | Diff. = 1.6336885405890413]
Vektor 333 [Desired-Out = 21.277206234993397 | Final-Result = 21.290496212025506 | Diff. = -0.01328997703210888]
Vektor 334 [Desired-Out = 49.8567276336903 | Final-Result = 48.96846582157925 | Diff. = 0.8882618121110468]
Vektor 335 [Desired-Out = 39.05709362670141 | Final-Result = 39.11392707270579 | Diff. = -0.05683344600438289]
Vektor 336 [Desired-Out = 21.8153548204542 | Final-Result = 22.110772731366716 | Diff. = -0.2954179109125157]
Vektor 337 [Desired-Out = 19.064711865909796 | Final-Result = 19.26519117095046 | Diff. = -0.20047930504066258]
Vektor 338 [Desired-Out = 43.211191332851 | Final-Result = 42.398169299444916 | Diff. = 0.8130220334060851]
Vektor 339 [Desired-Out = 17.0580720980971 | Final-Result = 17.25764634790038 | Diff. = -0.19957424980328042]
Vektor 340 [Desired-Out = 72.2293821308912 | Final-Result = 73.13882700434891 | Diff. = -0.9094448734577156]
Vektor 341 [Desired-Out = 55.9293883802495 | Final-Result = 54.27946982611722 | Diff. = 1.6499185541322774]
Vektor 342 [Desired-Out = 32.24395052186281 | Final-Result = 33.4247150028521 | Diff. = -1.1807644809892963]
Vektor 343 [Desired-Out = 8.622946506899822 | Final-Result = 10.42879920349413 | Diff. = -1.8058526965943074]
Vektor 344 [Desired-Out = 42.48036920562461 | Final-Result = 41.753548814424825 | Diff. = 0.7268203911997873]
Vektor 345 [Desired-Out = 18.664301267801303 | Final-Result = 18.969337999564345 | Diff. = -0.30503673176304247]
Vektor 346 [Desired-Out = 67.7848837029345 | Final-Result = 67.97353041333494 | Diff. = -0.18864671040044811]
Vektor 347 [Desired-Out = 15.892922378622101 | Final-Result = 15.616380943056797 | Diff. = 0.27654143556530464]
Vektor 348 [Desired-Out = 49.454368945636304 | Final-Result = 49.49635488877821 | Diff. = -0.04198594314190274]
Vektor 349 [Desired-Out = 78.1718618507887 | Final-Result = 79.14070744969415 | Diff. = -0.9688455989054461]
Vektor 350 [Desired-Out = 39.10223997394851 | Final-Result = 37.36636023445294 | Diff. = 1.7358797394955658]
Vektor 351 [Desired-Out = 3.5161004620697014 | Final-Result = 5.716400969857572 | Diff. = -2.200300507787871]
Vektor 352 [Desired-Out = 62.6761351746277 | Final-Result = 62.00627350817965 | Diff. = 0.6698616664480497]
Vektor 353 [Desired-Out = 4.2375162867615 | Final-Result = 6.454759147761242 | Diff. = -2.2172428609997414]
Vektor 354 [Desired-Out = 58.648276347708595 | Final-Result = 58.08832679571477 | Diff. = 0.5599495519938245]
Vektor 355 [Desired-Out = 9.00361809354641 | Final-Result = 7.999929228428667 | Diff. = 1.0036888651177422]
Vektor 356 [Desired-Out = 49.5199101354911 | Final-Result = 50.15570487554024 | Diff. = -0.6357947400491355]
Vektor 357 [Desired-Out = 27.783846099096497 | Final-Result = 28.423146538352576 | Diff. = -0.639300439256079]
Vektor 358 [Desired-Out = 61.72979220936711 | Final-Result = 61.19537066257459 | Diff. = 0.5344215467925224]
Vektor 359 [Desired-Out = 7.562998810160368 | Final-Result = 9.266142478588796 | Diff. = -1.703143668428428]
Vektor 360 [Desired-Out = 56.3516399174933 | Final-Result = 55.60225377157092 | Diff. = 0.7493861459223794]
Vektor 361 [Desired-Out = 26.753734280242302 | Final-Result = 27.49080462382111 | Diff. = -0.7370703435788073]
Vektor 362 [Desired-Out = 2.15818470742001 | Final-Result = 1.9929164259342231 | Diff. = 0.16526828148578687]
Vektor 363 [Desired-Out = 47.7028874773152 | Final-Result = 46.9352995886258 | Diff. = 0.7675878886893983]
Vektor 364 [Desired-Out = 45.454799682855004 | Final-Result = 45.20497294446461 | Diff. = 0.24982673839039649]
Vektor 365 [Desired-Out = 80.0293067988706 | Final-Result = 79.8627975015343 | Diff. = 0.16650929733630448]
Vektor 366 [Desired-Out = 9.432121250335051 | Final-Result = 10.966979486032846 | Diff. = -1.5348582356977953]
Vektor 367 [Desired-Out = 2.73948099719828 | Final-Result = 4.657448877332268 | Diff. = -1.917967880133988]
Vektor 368 [Desired-Out = 1.4456978342212201 | Final-Result = 1.48782827883368 | Diff. = -0.04213044461245996]
Vektor 369 [Desired-Out = 2.418759480958201 | Final-Result = 2.0221322394330388 | Diff. = 0.39662724152516216]
Vektor 370 [Desired-Out = 1.7990821709753497 | Final-Result = 3.589061209390284 | Diff. = -1.789979038414934]
Vektor 371 [Desired-Out = 3.4863738330336895 | Final-Result = 4.973863484709381 | Diff. = -1.4874896516756912]
Vektor 372 [Desired-Out = 18.352866828744798 | Final-Result = 17.715950715092994 | Diff. = 0.6369161136518038]
Vektor 373 [Desired-Out = 51.4698379956063 | Final-Result = 50.504442101585056 | Diff. = 0.9653958940212419]
Vektor 374 [Desired-Out = 8.648740306137093 | Final-Result = 7.252649079838882 | Diff. = 1.3960912262982106]
Vektor 375 [Desired-Out = 35.27055977495701 | Final-Result = 34.03269988140952 | Diff. = 1.237859893547487]
Vektor 376 [Desired-Out = 43.8100482908343 | Final-Result = 43.587939833132644 | Diff. = 0.22210845770165832]
Vektor 377 [Desired-Out = 27.02103377816641 | Final-Result = 27.394330826682506 | Diff. = -0.3732970485160969]
Vektor 378 [Desired-Out = 70.69385727082891 | Final-Result = 72.49056260012313 | Diff. = -1.7967053292942126]
Vektor 379 [Desired-Out = 30.5699539249409 | Final-Result = 30.7234871100406 | Diff. = -0.15353318509970038]
Vektor 380 [Desired-Out = 5.147740850954311 | Final-Result = 6.672291203860053 | Diff. = -1.5245503529057416]
Vektor 381 [Desired-Out = 1.4710555773382494 | Final-Result = 1.3887863236208342 | Diff. = 0.08226925371741522]
Vektor 382 [Desired-Out = 34.790265666868 | Final-Result = 33.00478839986058 | Diff. = 1.7854772670074226]
Vektor 383 [Desired-Out = 69.3783617520716 | Final-Result = 69.53311664257598 | Diff. = -0.1547548905043783]
Vektor 384 [Desired-Out = 10.684047080927698 | Final-Result = 11.928541769489431 | Diff. = -1.2444946885617334]
Vektor 385 [Desired-Out = 29.5899231015832 | Final-Result = 28.805726347427207 | Diff. = 0.7841967541559924]
Vektor 386 [Desired-Out = 51.4806357290043 | Final-Result = 50.91552130725264 | Diff. = 0.5651144217516588]
Vektor 387 [Desired-Out = 26.2298532418473 | Final-Result = 26.740265236743507 | Diff. = -0.5104119948962058]
Vektor 388 [Desired-Out = 8.406078927234702 | Final-Result = 7.327827517720015 | Diff. = 1.078251409514687]
Vektor 389 [Desired-Out = 21.935649633412 | Final-Result = 22.607681919818724 | Diff. = -0.6720322864067221]
Vektor 390 [Desired-Out = 20.0684782186418 | Final-Result = 20.53293070697102 | Diff. = -0.4644524883292185]
Vektor 391 [Desired-Out = 16.351917445906604 | Final-Result = 16.937314988750483 | Diff. = -0.5853975428438787]
Vektor 392 [Desired-Out = 3.3572235681003404 | Final-Result = 5.199976103811243 | Diff. = -1.8427525357109023]
Vektor 393 [Desired-Out = 61.393868200595605 | Final-Result = 60.66542667112149 | Diff. = 0.728441529474118]
Vektor 394 [Desired-Out = 62.0567125311703 | Final-Result = 62.056854004961416 | Diff. = -1.4147379111761893E-4]
Vektor 395 [Desired-Out = 9.45829344196942 | Final-Result = 10.52256835783903 | Diff. = -1.0642749158696088]
Vektor 396 [Desired-Out = 14.1344845866088 | Final-Result = 14.361883388922514 | Diff. = -0.227398802313715]
Vektor 397 [Desired-Out = 7.54871727202332 | Final-Result = 6.066171851361096 | Diff. = 1.4825454206622242]
Vektor 398 [Desired-Out = 5.9796797132726205 | Final-Result = 7.400280716774161 | Diff. = -1.4206010035015408]
Vektor 399 [Desired-Out = 36.5132945011128 | Final-Result = 36.08563217181482 | Diff. = 0.42766232929798065]
Vektor 400 [Desired-Out = 1.9037917460616707 | Final-Result = 1.6999884531076965 | Diff. = 0.20380329295397415]
Vektor 401 [Desired-Out = 5.0252987597025 | Final-Result = 3.8910967126616267 | Diff. = 1.1342020470408736]
Vektor 402 [Desired-Out = 2.99341983849705 | Final-Result = 4.7447944816015895 | Diff. = -1.7513746431045396]
Vektor 403 [Desired-Out = 64.4527630179005 | Final-Result = 61.93782037637908 | Diff. = 2.514942641521415]
Vektor 404 [Desired-Out = 3.6853478549307797 | Final-Result = 3.701459244610704 | Diff. = -0.016111389679924315]
Vektor 405 [Desired-Out = 61.0410035678576 | Final-Result = 63.64618292857885 | Diff. = -2.6051793607212517]
Vektor 406 [Desired-Out = 4.308261403810371 | Final-Result = 3.2092972297615585 | Diff. = 1.0989641740488123]
Vektor 407 [Desired-Out = 18.3802689223231 | Final-Result = 17.99376532115509 | Diff. = 0.38650360116800897]
Vektor 408 [Desired-Out = 70.6929452523367 | Final-Result = 68.73510240891883 | Diff. = 1.9578428434178647]
Vektor 409 [Desired-Out = 72.6752374786555 | Final-Result = 74.61363088647393 | Diff. = -1.938393407818424]
Vektor 410 [Desired-Out = 73.5728639767316 | Final-Result = 72.88733412063104 | Diff. = 0.6855298561005583]
Vektor 411 [Desired-Out = 44.35657582650741 | Final-Result = 44.316497270714656 | Diff. = 0.040078555792753434]
Vektor 412 [Desired-Out = 51.2249871506611 | Final-Result = 52.0271380078504 | Diff. = -0.8021508571892966]
Vektor 413 [Desired-Out = 23.412047755461703 | Final-Result = 23.59795261909615 | Diff. = -0.18590486363444825]
Vektor 414 [Desired-Out = 7.798313886979847 | Final-Result = 9.360514776400313 | Diff. = -1.562200889420466]
Vektor 415 [Desired-Out = 24.7310076691985 | Final-Result = 24.21085386368919 | Diff. = 0.5201538055093096]
Vektor 416 [Desired-Out = 18.0475180420817 | Final-Result = 17.911385800652457 | Diff. = 0.13613224142924096]
Vektor 417 [Desired-Out = 41.2994375415118 | Final-Result = 40.42904466618848 | Diff. = 0.8703928753233185]
Vektor 418 [Desired-Out = 72.7261387662987 | Final-Result = 72.7701220550225 | Diff. = -0.04398328872379409]
Vektor 419 [Desired-Out = 1.0863294496705302 | Final-Result = 3.331547308244213 | Diff. = -2.2452178585736826]
Vektor 420 [Desired-Out = 53.45930790803439 | Final-Result = 52.77761162911961 | Diff. = 0.681696278914778]
Vektor 421 [Desired-Out = 20.024954782828097 | Final-Result = 20.54126007049507 | Diff. = -0.5163052876669738]
Vektor 422 [Desired-Out = 10.774326801677597 | Final-Result = 9.79470020789673 | Diff. = 0.9796265937808677]
Vektor 423 [Desired-Out = 31.647825621609208 | Final-Result = 31.72099763430355 | Diff. = -0.07317201269434292]
Vektor 424 [Desired-Out = 12.245785082098898 | Final-Result = 11.545571506364071 | Diff. = 0.7002135757348267]
Vektor 425 [Desired-Out = 5.54400897855506 | Final-Result = 7.618957717151342 | Diff. = -2.074948738596282]
Vektor 426 [Desired-Out = 1.4098546393854396 | Final-Result = 1.6740014352318195 | Diff. = -0.2641467958463799]
Vektor 427 [Desired-Out = 48.10337176756181 | Final-Result = 47.51528406493457 | Diff. = 0.5880877026272415]
Vektor 428 [Desired-Out = 71.0596580088338 | Final-Result = 71.03562759808932 | Diff. = 0.024030410744472874]
Vektor 429 [Desired-Out = 13.6898709254029 | Final-Result = 13.175864002515592 | Diff. = 0.5140069228873081]
Vektor 430 [Desired-Out = 76.1672294529424 | Final-Result = 76.71034028729157 | Diff. = -0.5431108343491786]
Vektor 431 [Desired-Out = 2.4273107723904594 | Final-Result = 2.159883436209676 | Diff. = 0.2674273361807833]
Vektor 432 [Desired-Out = 6.58676370018001 | Final-Result = 8.082691396034228 | Diff. = -1.4959276958542178]
Vektor 433 [Desired-Out = 41.123789623389904 | Final-Result = 39.32071756943675 | Diff. = 1.8030720539531515]
Vektor 434 [Desired-Out = 59.4822380292922 | Final-Result = 60.01246055705652 | Diff. = -0.5302225277643231]
Vektor 435 [Desired-Out = 5.956267330186969 | Final-Result = 4.998933504902883 | Diff. = 0.9573338252840857]
Vektor 436 [Desired-Out = 23.295694711672404 | Final-Result = 23.593448326550064 | Diff. = -0.29775361487766006]
Vektor 437 [Desired-Out = 13.70157393623 | Final-Result = 14.65795482786728 | Diff. = -0.9563808916372807]
Vektor 438 [Desired-Out = 66.02449192518931 | Final-Result = 64.9609420467143 | Diff. = 1.0635498784750155]
Vektor 439 [Desired-Out = 1.3404184088870794 | Final-Result = 1.9627880539464402 | Diff. = -0.6223696450593608]
Vektor 440 [Desired-Out = 17.1755855627422 | Final-Result = 18.35925740148732 | Diff. = -1.18367183874512]
Vektor 441 [Desired-Out = 18.643919224694 | Final-Result = 19.235542927249927 | Diff. = -0.5916237025559283]
Vektor 442 [Desired-Out = 39.17888313752091 | Final-Result = 39.229721974819604 | Diff. = -0.05083883729869143]
Vektor 443 [Desired-Out = 13.8778504660971 | Final-Result = 13.285787582413393 | Diff. = 0.5920628836837061]
Vektor 444 [Desired-Out = 19.819481637966703 | Final-Result = 20.312344438124438 | Diff. = -0.4928628001577344]
Vektor 445 [Desired-Out = 15.0088519200579 | Final-Result = 14.602107899095053 | Diff. = 0.40674402096284723]
Vektor 446 [Desired-Out = 11.3338802739982 | Final-Result = 12.48833186543725 | Diff. = -1.1544515914390487]
Vektor 447 [Desired-Out = 74.1496226748805 | Final-Result = 73.04284881531197 | Diff. = 1.1067738595685341]
Vektor 448 [Desired-Out = 43.0982214986213 | Final-Result = 43.73654002719735 | Diff. = -0.6383185285760504]
Vektor 449 [Desired-Out = 61.9861868226504 | Final-Result = 62.71283889805978 | Diff. = -0.7266520754093762]
Vektor 450 [Desired-Out = 68.4827209900524 | Final-Result = 68.22024886922286 | Diff. = 0.26247212082954263]
Vektor 451 [Desired-Out = 50.6842777691868 | Final-Result = 50.54544886303918 | Diff. = 0.1388289061476229]
Vektor 452 [Desired-Out = 23.011017791499594 | Final-Result = 23.552050037719404 | Diff. = -0.5410322462198103]
Vektor 453 [Desired-Out = 22.4977382705328 | Final-Result = 22.780548142749446 | Diff. = -0.2828098722166459]
Vektor 454 [Desired-Out = 52.96589673265179 | Final-Result = 52.518989524001476 | Diff. = 0.4469072086503161]
Vektor 455 [Desired-Out = 18.9693612256465 | Final-Result = 19.551616350215667 | Diff. = -0.5822551245691656]
Vektor 456 [Desired-Out = 21.572234752894005 | Final-Result = 21.68875506440955 | Diff. = -0.11652031151554354]
Vektor 457 [Desired-Out = 56.779833339780694 | Final-Result = 55.90226783848504 | Diff. = 0.8775655012956562]
Vektor 458 [Desired-Out = 24.5123233454364 | Final-Result = 25.245155182761483 | Diff. = -0.7328318373250831]
Vektor 459 [Desired-Out = 17.565880593399 | Final-Result = 17.77709428660935 | Diff. = -0.21121369321035033]
Vektor 460 [Desired-Out = 1.38595819031104 | Final-Result = 1.7754753682170126 | Diff. = -0.3895171779059725]
Vektor 461 [Desired-Out = 80.4561625991904 | Final-Result = 80.96952660375771 | Diff. = -0.5133640045673076]
Vektor 462 [Desired-Out = 70.2466318911981 | Final-Result = 70.09128402579847 | Diff. = 0.15534786539963363]
Vektor 463 [Desired-Out = 12.5972863376578 | Final-Result = 11.64610266749506 | Diff. = 0.9511836701627416]
Vektor 464 [Desired-Out = 44.895726056483696 | Final-Result = 44.55632134281235 | Diff. = 0.3394047136713425]
Vektor 465 [Desired-Out = 28.5257584435894 | Final-Result = 29.470725178783336 | Diff. = -0.9449667351939368]
Vektor 466 [Desired-Out = 3.5895979326071403 | Final-Result = 2.9350051798771686 | Diff. = 0.6545927527299717]
Vektor 467 [Desired-Out = 34.933069019571704 | Final-Result = 35.16244962661715 | Diff. = -0.22938060704544938]
Vektor 468 [Desired-Out = 1.1562940481463497 | Final-Result = 1.4869689961270947 | Diff. = -0.3306749479807449]
Vektor 469 [Desired-Out = 43.1970438376036 | Final-Result = 41.92516544813136 | Diff. = 1.271878389472242]
Vektor 470 [Desired-Out = 48.96133013927991 | Final-Result = 49.05707437526158 | Diff. = -0.09574423598166959]
Vektor 471 [Desired-Out = 78.07755088551251 | Final-Result = 78.01319492803223 | Diff. = 0.06435595748027367]
Vektor 472 [Desired-Out = 35.6901146639534 | Final-Result = 36.40669234853617 | Diff. = -0.7165776845827665]
Vektor 473 [Desired-Out = 29.985596280021603 | Final-Result = 30.057701649895325 | Diff. = -0.07210536987372151]
Vektor 474 [Desired-Out = 5.461355432122921 | Final-Result = 4.613136797615112 | Diff. = 0.8482186345078091]
Vektor 475 [Desired-Out = 1.3915937492786494 | Final-Result = 3.6435311373917054 | Diff. = -2.251937388113056]
Vektor 476 [Desired-Out = 35.6490488699403 | Final-Result = 35.76887785397152 | Diff. = -0.11982898403121567]
Vektor 477 [Desired-Out = 53.0267632458973 | Final-Result = 52.460263714974815 | Diff. = 0.566499530922485]
Vektor 478 [Desired-Out = 54.6983648376135 | Final-Result = 54.64717611724905 | Diff. = 0.05118872036444344]
Vektor 479 [Desired-Out = 61.8712732893492 | Final-Result = 62.26606687355825 | Diff. = -0.3947935842090544]
Vektor 480 [Desired-Out = 22.956903154518994 | Final-Result = 23.044891267877233 | Diff. = -0.08798811335823942]
Vektor 481 [Desired-Out = 50.7831639224208 | Final-Result = 50.24101026099919 | Diff. = 0.542153661421608]
Vektor 482 [Desired-Out = 1.7529446801934303 | Final-Result = 3.902220772635107 | Diff. = -2.1492760924416765]
Vektor 483 [Desired-Out = 32.74861158941441 | Final-Result = 31.92325887588791 | Diff. = 0.8253527135264989]
Vektor 484 [Desired-Out = 63.24436210763861 | Final-Result = 63.747146690552206 | Diff. = -0.5027845829135984]
Vektor 485 [Desired-Out = 38.344823042449306 | Final-Result = 38.23498681892696 | Diff. = 0.10983622352234335]
Vektor 486 [Desired-Out = 1.8040021345224104 | Final-Result = 3.8963584505731195 | Diff. = -2.092356316050709]
Vektor 487 [Desired-Out = 44.313341057786815 | Final-Result = 42.986187334722516 | Diff. = 1.3271537230642991]
Vektor 488 [Desired-Out = 73.2059818294414 | Final-Result = 73.55737461444012 | Diff. = -0.3513927849987226]
